1771263900,1397292800,5076430600,1404244100,3568462400,1830105400,1773259400,1820133800,1770268500,1834096700,1769359500,1832101600,1765281000,1844072800,1753282000,1822156800,1762260800,1832102200,1758299500,1825148700,1748326700,1806143000,1746331600,1818139500,1761319200,1838086900,1772261500,1836095700,1768240800,1819136800,1757302200,1812155400,1769298000,1818111800,1768300400,1833099600,1763290300,1830104000,1761291000,1823098200,1757329600,1801157200,1741372900,1828222600,1759268600,1804176800,1759325300,1834068500,1750349800,1828111300,1768273700,1828102800,1762270400,1814178200,1768272900,1826090100,1768301000,1835094100,1752287800,1833127400,
7978200,6981600,24932900,6981500,17952200,7979100,8975700,7978700,7950600,8975900,7978700,7978600,8976000,7978700,7978700,7978700,8976000,7978600,7978700,7978600,7978700,8976000,7978700,7978700,7978600,8976000,7978700,7978700,8006400,8977700,7976400,8976900,7979700,8975400,7979200,7977800,8977100,7977600,8975900,7978600,8975900,7978500,7979200,8976600,7977800,8976200,7978500,7978500,8978300,7978000,7977300,8976100,7979000,8975600,7978400,8977700,7977100,7979000,8975500,7978800,
33909400,27925300,101730200,27895300,69813300,33909400,33937400,33908300,33910100,33910500,33908200,33909400,32912500,33910200,33909100,33908400,33909600,33910400,33908400,33909300,33909200,33909600,34906200,33911000,33907700,33909900,33908500,33909500,33909700,33911700,33906800,33909500,33909700,33908800,33909700,33911300,33907200,33909100,33910300,33907900,33910900,33911800,33906300,33909700,33909100,34906400,32912100,33909000,33910000,33908800,33910100,33910700,33907500,34906700,33909400,33909000,33909500,33909200,33910200,33908500,
67818900,55850500,203457000,55850100,142620200,67817500,67820100,68817600,67816000,69812700,67820100,67789300,65824000,66821300,66821400,66821400,66821400,66821400,67818600,66821400,65824000,68844800,67817900,67790700,66821400,67846400,68816200,67819100,67818300,67819000,69785900,68845400,68814900,68787100,66821300,66821400,66821400,66821400,66821300,66821400,66822600,68843100,67818200,67818900,67818500,67818500,67791100,66821300,66821400,67818700,66849200,67819000,67818300,68817700,66820900,68815200,67819600,68814700,67820100,67817700,
135637900,111700700,405914500,111703000,282216300,135637400,136634700,138657800,138629300,136606400,135637400,136634800,136662600,138629600,138629200,139627000,138630000,138628900,138601100,137659800,137632700,138630000,139625700,138629900,138629100,136606500,136634800,136634700,135637400,135637400,138658600,138630400,138627900,138629300,138629200,137603600,136634800,138629300,136634500,138657200,139626800,140624200,139626900,139627100,138628500,140625700,139625600,139628000,138627600,139626700,138629600,139626600,137632100,140624400,138629600,138628700,138629800,139626900,137631900,139628900,
1776249400,1392250100,5056482300,1377345900,3554469700,1831132600,1756304800,1829082300,1754338800,1833070900,1759296900,1827144300,1770238600,1824151600,1771236800,1830135400,1749295600,1828140800,1767277100,1837086900,1766250400,1807168800,1766305900,1825093100,1769298300,1833099000,1765281200,1835094400,1773260400,1828083700,1744336800,1805202800,1757301600,1830108300,1768244000,1809192800,1771263300,1826118200,1756306000,1819107800,1749323600,1800215100,1767273900,1834096800,1760266300,1828141100,1770268300,1829109500,1764283400,1822100600,1770295400,1835096100,1758297700,1816116700,1768300600,1824123500,1765253100,1830107400,1759296900,1827145000,
7977100,6981400,25930500,5984700,17951700,8976100,7978400,8976000,7978400,7978500,8976400,7978500,8977600,7979000,8974100,7979400,8975200,7979000,7978500,8977200,7977700,8978100,7978100,8978900,7974900,7978800,8975600,8976200,7977800,7979500,8975600,7980100,8974500,7978200,7979400,8976600,7977200,8978100,7978100,7977700,8975800,7978400,7979500,8975200,7978900,8975800,7978600,7979600,8976000,7978400,8977300,7978800,7977400,8975300,7979100,8975700,7978400,7978900,8976200,7979000,
33908700,27925400,101728300,27925600,70810500,33881200,33909600,32911800,33909300,32912100,32912000,33909300,32912200,33909200,32912000,33909400,32912000,38896100,39894100,52888400,34905100,36873200,33908600,34906800,34906700,34907400,36901900,33937000,33880200,32912300,33909100,33909300,32912000,32912100,33909300,32912000,32912000,33909400,32912000,33909300,32912100,33916500,32904800,32912100,33909300,32912000,33909400,36902000,37898700,36901500,36930500,35903100,34879000,34905900,33909200,34906800,35903700,33936200,33911100,33910000,
68816200,55850000,200463000,55853100,141618700,68816200,67818800,68816800,67818300,67820000,68815500,67817900,66793200,67818600,66821400,66821300,66821400,66821400,65824000,67818700,66821400,67818700,65824000,66821400,65823900,67818800,65824000,67818700,65824000,67818700,66821400,66821300,66821400,66821300,66821400,66849500,67818800,69813000,67819200,67819500,67817700,68815300,67791200,66821400,66821400,66821300,68844300,68816800,67817400,67820100,67817800,68815700,67820300,68814600,67818400,67819100,68816300,67818400,67818800,67821300,
140622300,111700200,405915100,111702300,285237900,139625900,138628600,138629400,137632400,139625700,136607600,135637400,135637400,136634700,136662800,138629500,138629100,139598900,135665500,138601300,135637400,136634800,135637300,136663600,139625700,138629300,137634100,139626200,138628200,139627200,137631900,138630100,139628900,138626200,138629600,140623500,138629800,138631100,138627300,139628000,137631100,139626800,137631800,139626900,137632300,138629500,138630100,138628300,138629300,138629700,138629000,139628000,137632000,138628300,137632800,139626100,138629500,139627400,137603400,137659500,
1767276200,1399259400,5052505000,1400284400,3576439000,1828113300,1771264600,1836091100,1771265800,1824122500,1767275500,1833101900,1754307900,1839056800,1768299300,1829114000,1748294800,1824151300,1758271700,1832130300,1769269800,1828113400,1759296900,1830079000,1770296000,1834096400,1771264900,1831105100,1764283200,1828116200,1769267000,1831104800,1769269600,1827115600,1770267400,1822129100,1770268500,1834099400,1769266300,1831105400,1756331600,1830079400,1766311900,1832097500,1764282600,1833099200,1770268000,1835093500,1768272700,1838086500,1772261900,1830108700,1769269600,1825122500,1760291800,1828113100,1770267600,1834098200,1766276500,1833099800,
7979000,6981000,24933300,6981000,17952800,8975700,7978400,8976000,7978400,7979600,8975500,7978800,8975900,7978800,7978500,8976100,7979400,8975700,7978500,7978000,8976200,7978500,8975900,7979100,7978500,8977600,7978400,7977900,8975400,7979000,8975800,7979200,7978000,8976400,7978800,8975400,7977500,8978300,7977800,7978300,8976200,7978800,8975900,7979400,7977900,8976000,7978800,7979200,8975400,7979000,8975700,7978900,8975700,7978900,7978500,8979800,7978600,8972000,7979400,7978200,
33909900,27925200,102725000,27925500,70810900,33909700,33908500,33910000,33908900,33909300,33910300,33908300,33909400,33909600,33910000,33908200,33910400,33908400,33911200,33907500,33909400,33909400,33909200,33909700,33909100,33909900,33909300,33910000,33908400,33910600,33908300,33908900,33909400,33909400,33910700,33908000,33910600,33908100,33909300,33909300,33910400,33908400,32912100,33909600,33909600,33908900,34906600,33910900,32914400,33905400,34909700,33907800,32914100,33906000,33910100,33909100,33909400,33908600,33910100,33909400,
67817800,55851200,202458600,54852800,141621800,68791300,67843800,68816300,67818000,67818400,67818700,67822700,67815100,68816500,67818000,67819900,67818300,68815200,67819200,67818200,67818700,68793600,67841300,68816200,67818300,67818700,67822500,67815600,67822000,68784800,68844500,67817800,67790700,68843800,67819600,67817700,67819500,68815200,67819000,67818600,67818900,67819100,67817800,67819600,67818100,68816400,67818800,67818200,67819100,68816400,67817900,67790900,66821400,68816100,65824000,66821300,67848500,67820600,67814700,68816300,
138629800,111700800,407881800,109706700,282273300,138601500,136634800,136665200,138626700,139626600,137631900,138630100,137603900,138629400,135637500,135637200,136634800,136634700,138657000,138629900,138629300,138629600,137631800,139630200,137628900,139626500,137635500,139623300,138629800,139626200,137634800,138630500,138625800,139626700,137631700,138629500,138629100,138630500,138629400,138628600,138630300,138628400,137632900,139626100,138629100,138630500,137631000,139627000,137632100,139626800,137632100,139626100,137633200,139625600,137632300,139630700,137628100,139626600,137636000,139623000,
1770267400,1400256500,5051499600,1400254200,3570457700,1828108700,1770267700,1827087700,1755339100,1834092900,1761263700,1826145900,1759269100,1837116900,1770267300,1833071700,1769297700,1832102400,1758299300,1832103100,1770266600,1832102500,1767247500,1817174000,1761287700,1833099900,1770268100,1832102300,1769269500,1820106400,1759296800,1827143000,1770267700,1831104900,1771265000,1812127500,1771296400,1836087600,1779216100,1825148900,1771264200,1833100500,1770267100,1823129300,1764279700,1831104900,1767275600,1832075600,1771291200,1839083700,1764255700,1832133600,1769268000,1831104000,1771264100,1836091900,1769270500,1833102800,1771261200,1832103600,
8974600,6981500,24933200,6981200,17951800,7979500,8975800,7978200,7982500,8972700,7978000,8949700,8005000,7978700,8976400,7978300,7979000,8975600,7978900,8976200,7981100,8973400,7979100,7978900,8975700,7979300,8975100,7982300,7978700,8972500,7978400,8976100,7978500,7978800,8976000,7978600,7978700,8975800,7979500,8975500,7978400,7979200,8975700,7979900,7977600,8975800,7979000,8979300,7975300,7978500,8975800,7980100,8974500,7979200,7978900,8975300,7978800,7978800,8976400,7979000,
33908700,27925100,101700200,26928000,69813400,33909400,32912000,32912000,33909400,32912000,32912000,33909300,32940400,33908600,33913300,33905700,33910100,33908500,33913100,33905400,33909900,33908800,33909800,33909400,32911800,33909600,33909000,33909700,33909300,33909300,33909200,34907200,33908600,33909300,32912600,33908800,33909600,33909500,33909200,33910500,33908300,33909200,33909800,33908900,33881500,33937700,33908500,33909600,33910000,33909000,33908900,33910000,33909200,33912300,33906400,33910000,33908400,33913700,32907700,34907100,
67818200,55853800,202459400,55846700,141622100,68816000,67818800,67818000,67791100,66821300,66821600,66821200,66821300,66821400,67818700,66821400,66821300,66821400,66821300,64826700,65852100,66821800,66824200,65792600,64826700,65824000,64826700,65824000,64826700,66842200,65803200,65824100,64826600,66851800,66820100,66819900,65824600,67822100,65820400,65822800,66825300,66817500,65823400,66821800,66821300,66821300,66821200,66821600,66824700,66817700,65824200,66824900,65820500,67818500,65824500,66821800,65823000,67818900,65824100,66821300,
136638400,111698700,404916800,111701100,286235400,136634300,135637400,136723900,135637600,135610700,136662100,136633800,135637400,136634800,135637300,136634600,134640300,137631800,134640000,137632400,134612100,136634700,132645400,134640100,132645400,136662600,134640400,134611800,134667800,137632100,134640800,136634400,135637400,137631900,134639800,136634900,134640100,136635800,135636200,135637300,135638500,136633700,135638600,136633600,134640100,136635500,135638300,136632600,135638500,136634300,135637000,136608000,135669400,136629300,135640600,137630200,135637700,136633400,135638000,136634000,
1736358300,1395270200,5062466800,1399259700,3557488300,1797196300,1730373500,1796198200,1734366200,1797196100,1736357600,1799190400,1731343600,1801212700,1723392900,1792180900,1721425900,1798193400,1735361400,1775225200,1723420300,1790186700,1729404200,1797195700,1736359600,1795199700,1734363300,1797290600,1726356200,1786224900,1719403400,1781266700,1725386700,1799190300,1726385900,1800186100,1724390700,1782207400,1719431900,1790213700,1720401300,1795201000,1717380100,1780269400,1727382100,1795200600,1731343100,1777248800,1718434000,1805174700,1720372400,1781266400,1724362200,1787249700,1736358700,1793207500,1719373900,1773259400,1712451500,1785226300,
7979300,6981400,24932800,6981300,16954400,8976000,7978700,7978900,7978500,7979300,8976600,7977800,7978200,7978900,7978200,7978400,7978100,7979700,7978200,7977900,8977000,7979600,7976400,7978900,7979100,8975900,7978700,7978500,7978600,7979500,8975900,7978500,7978400,7981400,7976500,8976700,7978600,7978000,7978300,7979900,8974800,7978900,7978500,7988900,8966000,7978600,7979100,8975300,7978800,7978700,7978900,7978500,8975500,7979200,7978200,8976300,7980200,7978600,7977400,7979200,
32911500,27925400,101729200,27924200,71808200,32913400,32910100,32912300,32911300,32912200,32911800,32884200,31914700,32912000,31914700,32912000,31914700,31914700,32912100,31914600,32912100,31914600,31914700,32912000,31914600,32912300,32911800,32912000,31914700,32912000,31914800,32911900,31914700,32912000,31914700,32912000,31914700,32912000,31914700,31914700,32912000,31914700,32940200,33909100,32912100,32912100,32911900,32913500,32910400,32912300,32912100,32911700,32913900,32910900,32911900,32912200,32911700,32912600,33908300,33909600,
65823900,55851100,199466300,55850900,142618600,66821200,66821500,66822800,65822400,66793500,66821300,66821400,65851600,66822300,65823900,67818300,65825400,66820700,66820800,66821300,66822100,66820500,66821600,66820700,66822000,66821100,65824600,67819400,66820200,66821600,65824500,67820000,65822200,66793200,64826700,65824000,64826700,65824100,65824200,65823800,64826700,65824000,64826700,65824100,65824000,65824100,64826600,65824000,64826800,66821300,64826700,65824000,64826700,65824100,65824000,65824000,65837300,64813400,65824200,64826600,
133642700,110731900,404919200,111703100,285234300,136634600,135637800,135637300,135637300,134611900,133642700,134640100,132645400,136663200,134641000,136633500,134639700,139627400,134639700,136606600,133670700,137631700,135638000,135638200,136633100,136635900,134639700,136634500,135637400,136635100,134639800,136635100,135636700,137632300,134641400,136634100,135636400,136635100,134639700,136635000,135637500,135610800,132643900,134640100,133642700,133642700,133642700,133642800,133642700,133642700,133642800,133642700,132645400,133642700,133642800,133642600,133670700,136634900,135637500,136636500,
1729375100,1379284500,5034569200,1394272800,3529564000,1796170000,1722395400,1785257700,1729346600,1780270200,1733365200,1795200500,1738353200,1790185600,1725416900,1801155400,1729405600,1799189600,1738352400,1793178500,1706438000,1792236800,1737356300,1798192100,1728436600,1796197700,1734335600,1778246100,1732368800,1792237000,1738352500,1797195200,1738355600,1788220400,1729373900,1794203200,1734363600,1797196000,1735359900,1794203800,1735361000,1787193900,1734391300,1797196200,1729376200,1797195600,1734363600,1797195100,1742343200,1792207700,1735364400,1798189100,1734363900,1789219900,1734361200,1791212500,1729377300,1796196300,1736465900,1801186800,
7976900,6981100,24933500,6981000,17952500,7978800,7980300,7977700,7978100,8977200,7978800,7977800,7977500,7978900,8977700,7977000,7978300,7980900,8974500,7979000,7977700,7979100,8987800,7966800,7979400,7978100,8975700,7979400,7978100,7978300,7979600,8975500,7978700,7979000,7979100,8977200,7976800,7978500,7980900,7978300,7976600,8976200,7978800,7950600,7978700,7978600,7978700,7978700,7978700,7978600,8976100,7978700,7978600,7978700,7978600,7978700,7978700,7978700,7978600,7978700,
31914700,27925300,99733400,26928000,70839900,33908900,32911200,32914700,32909600,32911700,32913500,32911000,32911800,32912500,32911200,32911800,32912100,33910900,32910600,32912100,32912200,32912100,33909100,32911800,32912300,32911800,32912300,32885400,32938400,32913800,32910100,32912500,32883800,32912000,31914700,32912000,31914700,32912000,31942800,33909400,32911900,32884000,31914700,32912000,31914700,31914600,32912100,31914600,32912100,31914600,32912100,31914600,32912100,32912000,31914700,32911900,32940400,32913100,32910800,32911500,
66823600,54852000,201460900,55851100,141621600,66820500,66821600,66821300,66822800,66820200,66821000,66821700,65823700,66821300,66821200,66822300,65823400,67818200,66822300,67818400,65823800,66821600,66821000,66821200,65796500,66849000,66821700,66821800,66821000,66821200,65824000,67819800,65823100,67818300,66821500,66821400,66822500,66819800,65824700,66821300,66821300,66822900,66820300,66820500,65825900,66819800,66821700,66821200,66821200,65796300,65823900,66849100,65823900,66823100,66819800,66821100,65826200,67816800,66823200,66819400,
134640500,111702100,409903600,111701700,283214300,135665600,135638500,137630400,135637300,135637800,135637300,136635200,135637100,135609400,132645400,134640000,133642700,135667000,134610500,134639700,132645400,133642700,133642700,136662600,134640300,136634400,136634600,136636500,135637400,136633100,135637400,135609600,134669300,137630700,135637400,137632900,135637000,136636100,135635500,137633000,135636800,135637700,136606300,135666700,134639200,136634100,135638900,136633200,134640400,136634500,135638400,136634400,135638000,135635700,135637600,136634700,135637400,135637700,136634800,136636500,
1717379100,1390311500,5026561700,1401253700,3557462300,1798222200,1734361800,1794204400,1739349100,1797195900,1731371300,1798192800,1736358000,1776223800,1731399300,1779243600,1714388900,1795230100,1731371400,1782234400,1732368700,1780212800,1730401700,1799190700,1714416100,1789189400,1715442000,1791210800,1736358500,1800188300,1732368600,1800187300,1737327600,1789246800,1734361400,1788191500,1727410000,1794204300,1737355500,1798192100,1729377100,1787221500,1735361000,1795201100,1716383400,1792238400,1738351400,1782235400,1736356300,1802182700,1739349600,1795173400,1728379300,1788247500,1734366700,1790247500,1714389800,1789245800,1724389200,1788220400,
7977500,6981400,24933300,6981400,16956100,8974800,7980600,7977000,7978200,8976800,7951300,8005100,7978800,7978700,8976400,7977900,7979300,7978600,7978400,7978700,8975700,7979000,7979000,7978700,7978300,8977700,7976600,7979300,7980300,7978500,8946400,7978600,7978700,7978700,7978600,7978700,7978700,7978700,7978600,7978800,7978600,7978600,7978700,7978900,7978500,7978600,7978800,7978600,8976000,7978700,7978600,7978700,7978600,7978700,7978800,7978600,7978600,7978800,7978600,7978600,
32912200,26928000,100730600,27925400,69813300,31914700,32912000,31914700,32912000,31914700,31914600,32912100,31914700,32912000,32912000,32939700,32912200,32911600,32913100,32911700,32913700,32910400,32912500,32911400,32912200,33909000,31914300,33911000,32910700,32911800,32913500,32911400,32911100,32911900,32911800,33909500,32912400,32913400,32910400,32912100,32912100,32912000,32914000,32909800,32912600,32912100,32911400,33911200,33909400,32910400,32885400,33937700,32910000,32912100,32912200,32911700,32912300,32912100,32913100,32910600,
66821300,55850900,200436300,53856000,140624100,64826700,65824100,67846300,65824400,66821100,66822000,66821000,65823800,66822100,66793300,66848900,66822500,66819900,66821400,66821200,66794500,66851500,66818600,67818600,65825200,66820800,65823500,66822400,66820100,66821600,66821800,66820800,66821500,67818900,65824000,66822100,66820000,66821800,66821200,66821600,66820800,66821300,65824600,66821300,66821400,66820900,66823200,66819800,66821800,66820700,65825000,66820600,66821400,66793500,65824000,66848900,66821800,66821400,65824300,66821900,
135637200,111700700,404917300,111701700,286235500,136633900,135638000,135637200,134611800,133642700,133642700,133642800,132645400,134640000,134640100,133671500,135636100,135637600,136635600,136634200,134641900,136632600,135637500,136634800,135637800,136635600,134638500,136634700,135637700,139627500,135636800,136636200,134638500,138629200,136634400,136634900,134641600,136633600,135639900,136637500,134606700,134669300,135635900,136634800,135637200,136635500,135639600,135634600,135637500,136634500,135637600,136634600,134642500,137631600,135637300,136632800,134640200,137632800,133614200,133642800,
1735360700,1397293900,5062465900,1401253400,3569457600,1797195200,1737355100,1793178700,1735389300,1792207800,1729377100,1793206200,1736358300,1797195600,1719375400,1823153700,1880944700,1872992300,1769311700,1835125300,1775251800,1838086700,1772264000,1829107900,1784202500,1834095700,1782236300,1807196400,1721397300,1798193600,1725387700,1795200500,1728351100,1789244900,1728351400,1783263000,1738350700,1795172800,1722423500,1795200700,1728379300,1800188000,1738352500,1785200800,1725414300,1790186100,1735390300,1787221400,1718407300,1793205000,1735361500,1797194400,1745333400,1786225200,1726384400,1786197200,1728379400,1791239000,1735333300,1802212300,
8973800,5983800,25930900,6981500,16954400,7979200,8976500,7977900,7978400,7978600,7979800,8976100,7977400,7981600,7976300,7979000,8975000,7979400,7977900,8977100,7978900,7980500,7978500,7976700,8975600,7978100,7978600,7979300,7978500,8976100,7978200,7979300,7978200,7978600,8976000,7981100,7978700,8973700,7979300,7978300,7978700,7978400,8976200,7978800,7978600,7978200,8977500,7977500,7978600,7978500,8976100,7978700,7981800,7976000,8975500,7978500,7982000,7977900,7976000,8976900,
32911400,27925300,101728400,27925300,71819900,32900300,32911700,32911800,32912600,32912300,32912100,32911800,32914200,32909800,32911600,32912400,32911400,32912500,33909600,32911600,32912300,33911500,32909200,32913000,32912300,32910800,32912400,32911400,32912100,32914600,32909400,33910300,32911600,32914300,32909500,32912300,33908900,32912800,33909600,32913500,32909500,32912100,32912500,33910200,32883000,32940000,32911700,32912100,32912000,33910600,32914700,33905500,32912500,32912300,32911700,32913800,32909700,32913700,32910500,32911900,
66821200,54853200,203456100,55851100,141621400,66821900,66820500,66823000,65822400,67819500,65823500,66821900,66820800,66822000,66823300,66819400,66822600,66820000,66820800,66821200,65824600,66820800,66821100,66822400,66821800,66822500,66822000,66818400,65824200,66824000,66818700,66821200,66821600,66821500,65823800,66822200,66820300,66821500,64798900,65824200,65824000,65824000,64826700,65824200,64826500,65824000,64826700,65824000,65824100,65824000,64826700,65824000,65824000,64826700,65824100,64826700,65824000,65824000,64826700,65824100,
132645300,109706800,400958400,111699000,286235600,136634300,134640100,137632000,135637600,136634300,134640100,136634600,135637500,136635300,135636800,137632100,133614700,133642800,133642700,133642800,132645300,134640100,132645500,135665100,135638600,136633900,134611800,134640100,132645400,133642800,133642700,135665100,135637600,135637300,136634800,136635300,134639300,136607000,132645400,134640100,132645300,134670300,135637400,136633100,135637300,136634900,135637800,136634000,134639700,136635200,135637300,136634500,134640600,136633800,135637700,136634800,135637300,136634800,133614700,133642700,
